Date,Original Date,Account Type,Account Name,Account Number,Institution Name,Name,Amount,Description,Category,Note
2021-11-29,2021-11-29,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,-151.51,PEERPAY CASHOUT                    PPD ID: 4187805605,Uncategorized,
2021-11-29,2021-11-29,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Unity Peak Fleet,12.32,UNITY PEAK FLEET Lake Harbor TX                    11/29,Auto & Transport,
2021-11-29,2021-11-29,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Umber Byte Foods,24.97,UMBER BYTE FOODS Quartz Junction PA                    11/29,Groceries,
2021-11-30,2021-11-30,Cash,RIVER CHECKING,4821,Northline Bank,Maple Market Grill,10.03,MAPLE MARKET GRILL Union Falls NJ        11/30,Dining & Drinks,
2021-11-30,2021-11-30,Cash,RIVER CHECKING,4821,Northline Bank,Keystone Table Collective,28.32,KEYSTONE TABLE COLLECTIVE Arbor Bay FL        11/30,Uncategorized,
2021-11-30,2021-11-30,Cash,RIVER CHECKING,4821,Northline Bank,Quiet Club Foods,61.29,QUIET CLUB FOODS Meadow Point NY                    11/30,Groceries,
2021-11-30,2021-11-30,Cash,RIVER CHECKING,4821,Northline Bank,Umber Deli Works,18.58,UMBER DELI WORKS Valley City MA                    11/30,Shopping,
2021-11-30,2021-11-30,Credit Card,SKY BLUE CARD,1148,Crescent Financial,North Root Kitchen,156.53,NORTH ROOT KITCHEN Cedar Springs UT        11/30,Dining & Drinks,
2021-12-01,2021-12-01,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,81.97,SWIFTRIDE TRIP HELP.swiftride.com CA                 12/01,Auto & Transport,
2021-12-01,2021-12-01,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,161.99,SWIFTRIDE TRIP HELP.swiftride.com CA                 12/01,Auto & Transport,
2021-12-01,2021-12-01,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Unity Peak Fleet,22.61,UNITY PEAK FLEET Bayview Harbor FL                    12/01,Auto & Transport,
2021-12-03,2021-12-03,Cash,RIVER CHECKING,4821,Northline Bank,Umber Market Kitchen,23.44,UMBER MARKET KITCHEN Summit Springs CA        12/03,Dining & Drinks,
2021-12-03,2021-12-03,Cash,RIVER CHECKING,4821,Northline Bank,North Harbor Group,0.74,NORTH HARBOR GROUP Bayview Harbor CT                    12/03,Education,
2021-12-03,2021-12-03,Cash,RIVER CHECKING,4821,Northline Bank,North Harbor Group,0.73,NORTH HARBOR GROUP Ivy Harbor CA                    12/03,Education,
2021-12-03,2021-12-03,Cash,RIVER CHECKING,4821,Northline Bank,North Harbor Group,0.73,NORTH HARBOR GROUP Brighton Heights NY                    12/03,Education,
2021-12-03,2021-12-03,Cash,RIVER CHECKING,4821,Northline Bank,North Harbor Group,1.01,NORTH HARBOR GROUP Brighton Village MA                    12/03,Education,
2021-12-03,2021-12-03,Cash,RIVER CHECKING,4821,Northline Bank,North Harbor Group,0.97,NORTH HARBOR GROUP Cedar Junction PA                    12/03,Education,
2021-12-05,2021-12-05,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Willow Bistro Foods,75.28,WILLOW BISTRO FOODS Timber Harbor WA                    12/05,Groceries,
2021-12-06,2021-12-06,Cash,RIVER CHECKING,4821,Northline Bank,Nova Root Depot,16.37,NOVA ROOT DEPOT Ridge Point NY                    12/06,Shopping,
2021-12-06,2021-12-06,Cash,RIVER CHECKING,4821,Northline Bank,Dawn Trail Kitchen,53.96,DAWN TRAIL KITCHEN Quartz Terrace CA        12/06,Dining & Drinks,
2021-12-06,2021-12-06,Cash,RIVER CHECKING,4821,Northline Bank,Ember Deli Play,6.35,EMBER DELI PLAY Bayview Springs FL                    12/06,Entertainment & Rec.,
2021-12-06,2021-12-06,Cash,RIVER CHECKING,4821,Northline Bank,Azure Books Table,15.6,AZURE BOOKS TABLE Ridge Village FL        12/06,Dining & Drinks,
2021-12-07,2021-12-07,Cash,RIVER CHECKING,4821,Northline Bank,Tundra Forge House,164.75,TUNDRA FORGE HOUSE Westport Village PA        12/07,Dining & Drinks,
2021-12-07,2021-12-07,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,28.9,PEERPAY PAYMENT    7163306021016   WEB ID: 5322918552,Uncategorized,
2021-12-07,2021-12-07,Cash,RIVER CHECKING,4821,Northline Bank,GoLoop,26.16,GOLOOP TRIP HELP.goloop.com CA                 12/07,Auto & Transport,
2021-12-07,2021-12-07,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Harbor Depot Supply,77.76,HARBOR DEPOT SUPPLY Juniper Heights DE                    12/07,Shopping,
2021-12-07,2021-12-07,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Amber Deli Goods,7.35,AMBER DELI GOODS Westport Terrace PA                    12/07,Shopping,
2021-12-08,2021-12-08,Cash,RIVER CHECKING,4821,Northline Bank,Dawn Transit Cafe,50.96,DAWN TRANSIT CAFE Elm Terrace CT        12/08,Dining & Drinks,
2021-12-08,2021-12-08,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,19.68,CABKEY Brighton Heights PA                    12/08,Auto & Transport,
2021-12-08,2021-12-08,Credit Card,SKY BLUE CARD,1148,Crescent Financial,West Lab Bistro,17.88,WEST LAB BISTRO Valley Terrace MA        12/08,Dining & Drinks,
2021-12-09,2021-12-09,Cash,RIVER CHECKING,4821,Northline Bank,BankSend payment from Rowan Iverson 35288308049,-13.06,BankSend payment from Jordan Ellis 15888117840,Internal Transfers,
2021-12-09,2021-12-09,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,-29.5,SWIFTRIDE TRIP HELP.swiftride.com CA                 12/09,Auto & Transport,
2021-12-09,2021-12-09,Cash,RIVER CHECKING,4821,Northline Bank,RideFox,14.26,RIDEFOX TRIP HELP.ridefox.com CA                 12/09,Auto & Transport,
2021-12-10,2021-12-10,Cash,RIVER CHECKING,4821,Northline Bank,Zenith Bistro House,66,ZENITH BISTRO HOUSE Fairview Landing DE        12/10,Dining & Drinks,
2021-12-10,2021-12-10,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,-160.14,PEERPAY CASHOUT                    PPD ID: 9002896407,Uncategorized,
2021-12-11,2021-12-11,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Lunar Byte Goods,5.02,LUNAR BYTE GOODS Pine Landing CT                    12/11,Shopping,
2021-12-11,2021-12-11,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Dawn Works Co.,237.63,DAWN WORKS CO. Union Falls CA        12/11,Uncategorized,
2021-12-13,2021-12-13,Cash,RIVER CHECKING,4821,Northline Bank,Ridge Market House,26.84,RIDGE MARKET HOUSE York Springs TX        12/13,Dining & Drinks,
2021-12-13,2021-12-13,Cash,RIVER CHECKING,4821,Northline Bank,Yonder Express Care,47.65,YONDER EXPRESS CARE Ivy Terrace PA                    12/13,Health & Wellness,
2021-12-13,2021-12-13,Cash,RIVER CHECKING,4821,Northline Bank,Dawn Harbor House,16.55,DAWN HARBOR HOUSE Lake Landing UT        12/13,Dining & Drinks,
2021-12-13,2021-12-13,Cash,RIVER CHECKING,4821,Northline Bank,Jade Lab Kitchen,4.13,JADE LAB KITCHEN Bayview Landing WA        12/13,Dining & Drinks,
2021-12-13,2021-12-13,Cash,RIVER CHECKING,4821,Northline Bank,Willow Path Bistro,13.07,WILLOW PATH BISTRO Valley Point NJ        12/13,Dining & Drinks,
2021-12-13,2021-12-13,Cash,RIVER CHECKING,4821,Northline Bank,Zenith Pantry Exchange,0.77,ZENITH PANTRY EXCHANGE Ridge Falls UT                    12/13,Education,
2021-12-13,2021-12-13,Cash,RIVER CHECKING,4821,Northline Bank,Zenith Pantry Exchange,0.77,ZENITH PANTRY EXCHANGE Northfield City MA                    12/13,Education,
2021-12-13,2021-12-13,Cash,RIVER CHECKING,4821,Northline Bank,Zenith Pantry Exchange,1.05,ZENITH PANTRY EXCHANGE Coral Falls CA                    12/13,Education,
2021-12-13,2021-12-13,Cash,RIVER CHECKING,4821,Northline Bank,Zenith Pantry Exchange,0.97,ZENITH PANTRY EXCHANGE Quartz Heights MA                    12/13,Education,
2021-12-13,2021-12-13,Cash,RIVER CHECKING,4821,Northline Bank,Lunar Trail Exchange,0.75,LUNAR TRAIL EXCHANGE Harbor Junction DE                    12/13,Education,
2021-12-13,2021-12-13,Cash,RIVER CHECKING,4821,Northline Bank,Lunar Trail Exchange,0.76,LUNAR TRAIL EXCHANGE Summit Falls NY                    12/13,Education,
2021-12-13,2021-12-13,Cash,RIVER CHECKING,4821,Northline Bank,Lunar Trail Exchange,0.97,LUNAR TRAIL EXCHANGE Cedar Ridge CA                    12/13,Education,
2021-12-13,2021-12-13,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,10.54,SWIFTRIDE TRIP HELP.swiftride.com CA                 12/13,Auto & Transport,
2021-12-13,2021-12-13,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,4.77,PEERPAY PAYMENT    3492559694986   WEB ID: 2478663306,Uncategorized,
2021-12-15,2021-12-15,Cash,RIVER CHECKING,4821,Northline Bank,Juniper Bloom Cafe,82.34,JUNIPER BLOOM CAFE Brighton Terrace CA        12/15,Dining & Drinks,
2021-12-15,2021-12-15,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from BIZ ...2094 transaction#: 99690152760,15.75,ONLINE TRANSFER FROM BIZ ...2094 TRANSACTION#: 99690152760 Harbor Valley WA        12/15,Internal Transfers,
2021-12-15,2021-12-15,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from SAV ...1641 transaction#: 37650863176,-21425.65,ONLINE TRANSFER FROM SAV ...1641 TRANSACTION#: 37650863176 Cedar Bay CT        12/15,Internal Transfers,
2021-12-15,2021-12-15,Cash,RIVER CHECKING,4821,Northline Bank,Maple Care Co.,20870.36,MAPLE CARE CO. Valley Harbor TX                    12/15,Education,
2021-12-15,2021-12-15,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Opal Club Bistro,156.53,OPAL CLUB BISTRO Harbor Springs FL        12/15,Dining & Drinks,
2021-12-15,2021-12-15,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Yonder Path Goods,18.97,YONDER PATH GOODS Dover Falls PA                    12/15,Shopping,
2021-12-16,2021-12-16,Cash,RIVER CHECKING,4821,Northline Bank,West Cafe Apps,0.97,WEST CAFE APPS Lake Bay MA                    12/16,Bills & Utilities,
2021-12-17,2021-12-17,Cash,RIVER CHECKING,4821,Northline Bank,Kestrel Packet Cafe,9.98,KESTREL PACKET CAFE Juniper Park DE        12/17,Dining & Drinks,
2021-12-17,2021-12-17,Cash,RIVER CHECKING,4821,Northline Bank,Frost Pantry Goods,11.28,FROST PANTRY GOODS Ivy Terrace WA                    12/17,Shopping,
2021-12-20,2021-12-20,Cash,RIVER CHECKING,4821,Northline Bank,Card Autopay,2665.27,CARD AUTOPAY AUTOPAY 71014154,Credit Card Payment,
2021-12-20,2021-12-20,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Card Autopay,-2825.18,CARD AUTOPAY AUTOPAY 89006664,Credit Card Payment,
2021-12-28,2021-12-28,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Jade Lounge Jet,29.23,JADE LOUNGE JET York City MA                    12/28,Bills & Utilities,
2021-12-29,2021-12-29,Cash,RIVER CHECKING,4821,Northline Bank,Azure Packet Jet,722.17,AZURE PACKET JET York Junction TX        12/29,Travel & Vacation,
2021-12-29,2021-12-29,Credit Card,SKY BLUE CARD,1148,Crescent Financial,North Care Travel,447.8,NORTH CARE TRAVEL Valley Landing FL        12/29,Travel & Vacation,
2021-12-30,2021-12-30,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from CHK ...5374 transaction#: 85084475750,-2476.41,ONLINE TRANSFER FROM CHK ...5374 TRANSACTION#: 85084475750 Pine Park NY        12/30,Internal Transfers,
2022-01-05,2022-01-05,Cash,RIVER CHECKING,4821,Northline Bank,Zephyr Market Mobility,22.68,ZEPHYR MARKET MOBILITY Elm Valley DE                    01/05,Auto & Transport,
2022-01-05,2022-01-05,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Willow Bloom Supply,117.87,WILLOW BLOOM SUPPLY Juniper Junction MA                    01/05,Shopping,
2022-01-06,2022-01-06,Cash,RIVER CHECKING,4821,Northline Bank,Meadow Kitchen House,24.86,MEADOW KITCHEN HOUSE Meadow Springs NJ        01/06,Dining & Drinks,
2022-01-06,2022-01-06,Cash,RIVER CHECKING,4821,Northline Bank,Zenith Canvas Cafe,24.08,ZENITH CANVAS CAFE Valley Falls CA        01/06,Dining & Drinks,
2022-01-06,2022-01-06,Cash,RIVER CHECKING,4821,Northline Bank,Maple Root Collective,0.75,MAPLE ROOT COLLECTIVE Ridge Point NY                    01/06,Education,
2022-01-06,2022-01-06,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Copper Mart Exchange,0.97,COPPER MART EXCHANGE Oak Ridge PA                    01/06,Education,
2022-01-07,2022-01-07,Cash,RIVER CHECKING,4821,Northline Bank,Lunar Books Kitchen,101.92,LUNAR BOOKS KITCHEN Pine Bay NY        01/07,Dining & Drinks,
2022-01-07,2022-01-07,Cash,RIVER CHECKING,4821,Northline Bank,Ridge Mart Lab,24.07,RIDGE MART LAB Coral Terrace CA                    01/07,Health & Wellness,
2022-01-07,2022-01-07,Cash,RIVER CHECKING,4821,Northline Bank,Pine Packet Depot,15.01,PINE PACKET DEPOT Ridge Ridge NY                    01/07,Shopping,
2022-01-07,2022-01-07,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,-568.51,PEERPAY CASHOUT                    PPD ID: 4782352401,Uncategorized,
2022-01-07,2022-01-07,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,11.31,SWIFTRIDE TRIP HELP.swiftride.com CA                 01/07,Auto & Transport,
2022-01-10,2022-01-10,Cash,RIVER CHECKING,4821,Northline Bank,Bramble Byte House,41.24,BRAMBLE BYTE HOUSE Bayview Springs IL        01/10,Dining & Drinks,
2022-01-10,2022-01-10,Cash,RIVER CHECKING,4821,Northline Bank,RideFox,14.07,RIDEFOX TRIP HELP.ridefox.com CA                 01/10,Auto & Transport,
2022-01-10,2022-01-10,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,36.76,CABKEY Ridge Junction UT        01/10,Dining & Drinks,
2022-01-12,2022-01-12,Cash,RIVER CHECKING,4821,Northline Bank,Copper Bistro Collective,0.74,COPPER BISTRO COLLECTIVE Bayview Point FL                    01/12,Education,
2022-01-12,2022-01-12,Cash,RIVER CHECKING,4821,Northline Bank,Copper Bistro Collective,0.73,COPPER BISTRO COLLECTIVE Timber Falls DE                    01/12,Education,
2022-01-12,2022-01-12,Cash,RIVER CHECKING,4821,Northline Bank,Copper Bistro Collective,0.97,COPPER BISTRO COLLECTIVE Ridge Bay MA                    01/12,Education,
2022-01-13,2022-01-13,Cash,RIVER CHECKING,4821,Northline Bank,Prism Express Bistro,32.17,PRISM EXPRESS BISTRO Meadow Springs TX        01/13,Dining & Drinks,
2022-01-18,2022-01-18,Cash,RIVER CHECKING,4821,Northline Bank,Coral Grill Cloud,1,CORAL GRILL CLOUD Arbor Landing CT                    01/18,Entertainment & Rec.,
2022-01-18,2022-01-18,Cash,RIVER CHECKING,4821,Northline Bank,Frost Forge Kitchen,35.05,FROST FORGE KITCHEN Pine Falls CT        01/18,Dining & Drinks,
2022-01-18,2022-01-18,Cash,RIVER CHECKING,4821,Northline Bank,Unity Works Foods,53.26,UNITY WORKS FOODS Glen Ridge CT                    01/18,Groceries,
2022-01-18,2022-01-18,Cash,RIVER CHECKING,4821,Northline Bank,Solstice Harbor Exchange,0.74,SOLSTICE HARBOR EXCHANGE Dover Village IL                    01/18,Education,
2022-01-18,2022-01-18,Cash,RIVER CHECKING,4821,Northline Bank,Solstice Harbor Exchange,0.75,SOLSTICE HARBOR EXCHANGE Brighton Harbor DE                    01/18,Education,
2022-01-18,2022-01-18,Cash,RIVER CHECKING,4821,Northline Bank,Solstice Harbor Exchange,0.75,SOLSTICE HARBOR EXCHANGE Glen City MA                    01/18,Education,
2022-01-18,2022-01-18,Cash,RIVER CHECKING,4821,Northline Bank,Solstice Harbor Exchange,1,SOLSTICE HARBOR EXCHANGE Bayview Park NY                    01/18,Education,
2022-01-18,2022-01-18,Cash,RIVER CHECKING,4821,Northline Bank,Solstice Harbor Exchange,0.99,SOLSTICE HARBOR EXCHANGE Coral Falls NY                    01/18,Education,
2022-01-19,2022-01-19,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Quartz Canvas Table,9.77,QUARTZ CANVAS TABLE Quartz Springs WA        01/19,Dining & Drinks,
2022-01-19,2022-01-19,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Zephyr Peak Routes,101.21,ZEPHYR PEAK ROUTES Arbor Harbor PA        01/19,Travel & Vacation,
2022-01-20,2022-01-20,Cash,RIVER CHECKING,4821,Northline Bank,Solstice Nest Care,53.69,SOLSTICE NEST CARE Juniper Bay FL                    01/20,Health & Wellness,
2022-01-20,2022-01-20,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Echo Mart Bistro,35.99,ECHO MART BISTRO Oak Point FL        01/20,Dining & Drinks,
2022-01-20,2022-01-20,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Velvet Transit Studio,30.53,VELVET TRANSIT STUDIO Glen Harbor WA                    01/20,Health & Wellness,
2022-01-21,2022-01-21,Cash,RIVER CHECKING,4821,Northline Bank,Tundra Byte Exchange,0.73,TUNDRA BYTE EXCHANGE Dover Village FL                    01/21,Education,
2022-01-21,2022-01-21,Cash,RIVER CHECKING,4821,Northline Bank,Tundra Byte Exchange,1.02,TUNDRA BYTE EXCHANGE Coral City UT                    01/21,Education,
2022-01-21,2022-01-21,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Coral Packet Grill,96.17,CORAL PACKET GRILL Bayview Harbor NJ        01/21,Dining & Drinks,
2022-01-22,2022-01-22,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Prism Deli Depot,52.11,PRISM DELI DEPOT Quartz Village CT                    01/22,Shopping,
2022-01-24,2022-01-24,Cash,RIVER CHECKING,4821,Northline Bank,Grove Lab Clinic,40.37,GROVE LAB CLINIC Summit Terrace UT                    01/24,Health & Wellness,
2022-01-24,2022-01-24,Cash,RIVER CHECKING,4821,Northline Bank,Coral Harbor Lab,43.23,CORAL HARBOR LAB Lake Ridge TX                    01/24,Shopping,
2022-01-24,2022-01-24,Cash,RIVER CHECKING,4821,Northline Bank,Lunar Care Arcade,26.11,LUNAR CARE ARCADE Cedar Village NJ                    01/24,Entertainment & Rec.,
2022-01-24,2022-01-24,Cash,RIVER CHECKING,4821,Northline Bank,Kestrel Pantry Collective,0.73,KESTREL PANTRY COLLECTIVE Lake Village WA                    01/24,Education,
2022-01-24,2022-01-24,Cash,RIVER CHECKING,4821,Northline Bank,Kestrel Pantry Collective,0.74,KESTREL PANTRY COLLECTIVE Ridge Park TX                    01/24,Education,
2022-01-24,2022-01-24,Cash,RIVER CHECKING,4821,Northline Bank,Kestrel Pantry Collective,1.03,KESTREL PANTRY COLLECTIVE Bayview Terrace DE                    01/24,Education,
2022-01-24,2022-01-24,Cash,RIVER CHECKING,4821,Northline Bank,GoLoop,13.13,GOLOOP TRIP HELP.goloop.com CA                 01/24,Auto & Transport,
2022-01-24,2022-01-24,Cash,RIVER CHECKING,4821,Northline Bank,GoLoop,14.4,GOLOOP TRIP HELP.goloop.com CA                 01/24,Auto & Transport,
2022-01-24,2022-01-24,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,33.94,SWIFTRIDE Cedar Landing MA        01/24,Dining & Drinks,
2022-01-24,2022-01-24,Cash,RIVER CHECKING,4821,Northline Bank,Online Transfer from SAV ...2097 transaction#: 26325175230,212.57,ONLINE TRANSFER FROM SAV ...2097 TRANSACTION#: 26325175230 Meadow City WA        01/24,Internal Transfers,
2022-01-24,2022-01-24,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Pine Trail Table,35.77,PINE TRAIL TABLE Arbor Falls CT        01/24,Dining & Drinks,
2022-01-25,2022-01-25,Cash,RIVER CHECKING,4821,Northline Bank,Amber Grill Kitchen,16.5,AMBER GRILL KITCHEN Ivy Valley DE        01/25,Dining & Drinks,
2022-01-25,2022-01-25,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,55.29,SWIFTRIDE Valley Harbor IL        01/25,Dining & Drinks,
2022-01-27,2022-01-27,Cash,RIVER CHECKING,4821,Northline Bank,Maple Nest Bistro,27.13,MAPLE NEST BISTRO Meadow Landing UT        01/27,Dining & Drinks,
2022-01-27,2022-01-27,Cash,RIVER CHECKING,4821,Northline Bank,Ember Market Works,7.4,EMBER MARKET WORKS Fairview Harbor MA                    01/27,Shopping,
2022-01-27,2022-01-27,Cash,RIVER CHECKING,4821,Northline Bank,Prism Forge Kitchen,49.17,PRISM FORGE KITCHEN Valley Point UT        01/27,Dining & Drinks,
2022-01-27,2022-01-27,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,23.86,PEERPAY PAYMENT    1695070340156   WEB ID: 4580605500,Uncategorized,
2022-01-27,2022-01-27,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Amber Pantry Supply,26.88,AMBER PANTRY SUPPLY Pine Harbor MA                    01/27,Shopping,
2022-01-28,2022-01-28,Cash,RIVER CHECKING,4821,Northline Bank,Frost Peak Exchange,0.74,FROST PEAK EXCHANGE Elm Heights TX                    01/28,Education,
2022-01-28,2022-01-28,Cash,RIVER CHECKING,4821,Northline Bank,Frost Peak Exchange,0.73,FROST PEAK EXCHANGE Union Point CT                    01/28,Education,
2022-01-28,2022-01-28,Cash,RIVER CHECKING,4821,Northline Bank,Frost Peak Exchange,0.75,FROST PEAK EXCHANGE Arbor Landing WA                    01/28,Education,
2022-01-28,2022-01-28,Cash,RIVER CHECKING,4821,Northline Bank,Frost Peak Exchange,1.02,FROST PEAK EXCHANGE Summit Harbor CA                    01/28,Education,
2022-01-28,2022-01-28,Cash,RIVER CHECKING,4821,Northline Bank,Frost Peak Exchange,1.04,FROST PEAK EXCHANGE Juniper Bay TX                    01/28,Education,
2022-01-28,2022-01-28,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,-108.36,PEERPAY CASHOUT                    PPD ID: 6212491916,Uncategorized,
2022-01-29,2022-01-29,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Zephyr Peak Routes,71.89,ZEPHYR PEAK ROUTES York Falls IL        01/29,Travel & Vacation,
2022-01-30,2022-01-30,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Quiet Root Goods,14.84,QUIET ROOT GOODS Oak Landing CA                    01/30,Shopping,
2022-01-30,2022-01-30,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Harbor Byte Kitchen,17.9,HARBOR BYTE KITCHEN Northfield Point FL        01/30,Dining & Drinks,
2022-01-31,2022-01-31,Cash,RIVER CHECKING,4821,Northline Bank,Maple Cafe Grill,24.65,MAPLE CAFE GRILL Arbor Village NJ        01/31,Dining & Drinks,
2022-01-31,2022-01-31,Cash,RIVER CHECKING,4821,Northline Bank,Lunar Canvas House,80.29,LUNAR CANVAS HOUSE Arbor Village WA        01/31,Dining & Drinks,
2022-01-31,2022-01-31,Cash,RIVER CHECKING,4821,Northline Bank,Keystone Trail Events,14.96,KEYSTONE TRAIL EVENTS Meadow Landing UT                    01/31,Entertainment & Rec.,
2022-01-31,2022-01-31,Cash,RIVER CHECKING,4821,Northline Bank,RideFox,14.53,RIDEFOX TRIP HELP.ridefox.com CA                 01/31,Auto & Transport,
2022-01-31,2022-01-31,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,22.97,CABKEY Northfield Landing CA        01/31,Dining & Drinks,
2022-01-31,2022-01-31,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,60.08,CABKEY Dover Point CA        01/31,Dining & Drinks,
2022-01-31,2022-01-31,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,14.88,PEERPAY PAYMENT    8974022643502   WEB ID: 7858309422,Uncategorized,
2022-02-01,2022-02-01,Cash,RIVER CHECKING,4821,Northline Bank,Azure Canvas House,48.09,AZURE CANVAS HOUSE Harbor Terrace UT        02/01,Dining & Drinks,
2022-02-02,2022-02-02,Cash,RIVER CHECKING,4821,Northline Bank,Indigo Root Works,6.51,INDIGO ROOT WORKS Zephyr Village FL                    02/02,Shopping,
2022-02-03,2022-02-03,Cash,RIVER CHECKING,4821,Northline Bank,North Works House,39.55,NORTH WORKS HOUSE Dover Point NY        02/03,Dining & Drinks,
2022-02-03,2022-02-03,Cash,RIVER CHECKING,4821,Northline Bank,Yonder Bloom Collective,0.77,YONDER BLOOM COLLECTIVE Union Ridge NJ                    02/03,Education,
2022-02-03,2022-02-03,Cash,RIVER CHECKING,4821,Northline Bank,Yonder Bloom Collective,0.77,YONDER BLOOM COLLECTIVE Pine Point IL                    02/03,Education,
2022-02-03,2022-02-03,Cash,RIVER CHECKING,4821,Northline Bank,Yonder Bloom Collective,1.01,YONDER BLOOM COLLECTIVE Pine Junction CT                    02/03,Education,
2022-02-03,2022-02-03,Cash,RIVER CHECKING,4821,Northline Bank,Yonder Bloom Collective,0.95,YONDER BLOOM COLLECTIVE Timber Bay TX                    02/03,Education,
2022-02-03,2022-02-03,Credit Card,SKY BLUE CARD,1148,Crescent Financial,Velvet Transit Studio,44.13,VELVET TRANSIT STUDIO Summit City IL                    02/03,Health & Wellness,
2022-02-04,2022-02-04,Cash,RIVER CHECKING,4821,Northline Bank,Delta Forge Cafe,10.41,DELTA FORGE CAFE Meadow Park WA        02/04,Dining & Drinks,
2022-02-07,2022-02-07,Cash,RIVER CHECKING,4821,Northline Bank,Pine Express Table,55.37,PINE EXPRESS TABLE Meadow Point NJ        02/07,Dining & Drinks,
2022-02-07,2022-02-07,Cash,RIVER CHECKING,4821,Northline Bank,Solstice Commons Pantry,64.33,SOLSTICE COMMONS PANTRY Cedar Bay CT                    02/07,Groceries,
2022-02-07,2022-02-07,Cash,RIVER CHECKING,4821,Northline Bank,Willow Pantry Kitchen,15.75,WILLOW PANTRY KITCHEN York Junction DE        02/07,Dining & Drinks,
2022-02-07,2022-02-07,Cash,RIVER CHECKING,4821,Northline Bank,CabKey,13.38,CABKEY Zephyr Terrace NJ                    02/07,Auto & Transport,
2022-02-07,2022-02-07,Cash,RIVER CHECKING,4821,Northline Bank,SwiftRide,27.89,SWIFTRIDE Harbor Point NJ        02/07,Dining & Drinks,
2022-02-07,2022-02-07,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,23.89,PEERPAY PAYMENT    8899390593021   WEB ID: 6240702973,Uncategorized,
2022-02-07,2022-02-07,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,51.8,PEERPAY PAYMENT    9502418443855   WEB ID: 7973132367,Uncategorized,
2022-02-07,2022-02-07,Cash,RIVER CHECKING,4821,Northline Bank,PeerPay,59.93,PEERPAY PAYMENT    6732844776513   WEB ID: 8653370945,Uncategorized,
2022-02-08,2022-02-08,Cash,RIVER CHECKING,4821,Northline Bank,River Bistro Kitchen,41.81,RIVER BISTRO KITCHEN Quartz Landing NJ        02/08,Dining & Drinks,
2022-02-09,2022-02-09,Cash,RIVER CHECKING,4821,Northline Bank,RideFox,13.71,RIDEFOX TRIP HELP.ridefox.com CA                 02/09,Auto & Transport,
2022-02-10,2022-02-10,Cash,RIVER CHECKING,4821,Northline Bank,Kestrel Corner Lab,35.02,KESTREL CORNER LAB Bayview Falls CT                    02/10,Shopping,
2022-02-10,2022-02-10,Cash,RIVER CHECKING,4821,Northline Bank,Ivory Deli Collective,0.75,IVORY DELI COLLECTIVE Elm Point FL                    02/10,Education,
